Kecamatan,Tahun,Total_Populasi,Total_Warga_Rentan,Total_Bantuan_PIP,Total_Pra_Sekolah,SD,Rasio_Warga_Rentan,Status_Resiko
CIBEUNYING KALER,2015,63874,17197.0,1431.0,0.0,10.0,26.923317781883082,Sedang
CIBIRU,2020,75816,20638.0,1533.0,0.0,13.0,27.221167035981853,Tinggi
CIDADAP,2023,57793,13956.0,2052.0,30.0,15.0,24.14825324866333,Sedang
LENGKONG,2023,74256,16288.0,1840.0,34.0,22.0,21.93492781728076,Rendah
PANYILEUKAN,2024,42582,9931.0,648.0,27.0,8.0,23.32206096472688,Rendah
CIBIRU,2023,73646,21062.0,3698.0,49.0,15.0,28.598973467669666,Tinggi
BOJONGLOA KIDUL,2020,82513,22885.0,1014.0,0.0,12.0,27.735023572043193,Tinggi
CIBEUNYING KIDUL,2023,115295,31037.0,3407.0,62.0,15.0,26.919640921115402,Sedang
SUKASARI,2021,76135,19993.0,1808.0,37.0,23.0,26.259933013725618,Sedang
REGOL,2017,80270,21746.0,2441.0,0.0,22.0,27.091067646692412,Tinggi
BANDUNG KULON,2016,135395,36376.0,68.0,0.0,23.0,26.866575575168948,Sedang
RANCASARI,2022,88638,21599.0,1638.0,33.0,8.0,24.36765269974503,Sedang
BOJONGLOA KIDUL,2020,83634,23967.0,960.0,0.0,15.0,28.657005524069156,Tinggi
ANTAPANI,2023,79659,20885.0,1516.0,39.0,14.0,26.218004243086156,Sedang
ANDIR,2021,95126,25197.0,2296.0,41.0,23.0,26.488026407081133,Sedang
KIARACONDONG,2021,129895,39051.0,2293.0,53.0,17.0,30.063512837291658,Tinggi
ANDIR,2015,101308,28725.0,3484.0,0.0,24.0,28.35412800568563,Tinggi
REGOL,2021,82581,21114.0,2220.0,50.0,20.0,25.56762451411342,Sedang
BANDUNG KULON,2024,132316,40231.0,4532.0,49.0,26.0,30.405241996432782,Tinggi
GEDEBAGE,2017,38305,11360.0,1086.0,0.0,5.0,29.656702780315886,Tinggi
KIARACONDONG,2022,137367,36353.0,957.0,41.0,16.0,26.46414349880248,Sedang
SUKAJADI,2020,106317,24478.0,2349.0,0.0,23.0,23.02359923624632,Rendah
BABAKAN CIPARAY,2021,135660,42472.0,4025.0,45.0,18.0,31.30768096712369,Tinggi
CIBEUNYING KALER,2017,71108,17781.0,1689.0,2.0,9.0,25.00562524610452,Sedang
CIBEUNYING KIDUL,2023,119021,31001.0,3446.0,63.0,17.0,26.04666403407802,Sedang
LENGKONG,2025,69968,16130.0,1150.0,34.0,21.0,23.053395838097416,Rendah
ARCAMANIK,2025,87308,22342.0,986.0,56.0,20.0,25.58986576258762,Sedang
CIBEUNYING KIDUL,2022,110578,30784.0,4081.0,58.0,14.0,27.83917234893017,Tinggi
BANDUNG WETAN,2017,27159,6809.0,1259.0,0.0,16.0,25.07087889833941,Sedang
SUMUR BANDUNG,2025,40907,9375.0,468.0,18.0,12.0,22.917838022832278,Rendah
COBLONG,2024,118815,26853.0,3004.0,60.0,22.0,22.600681732104533,Rendah
SUMUR BANDUNG,2015,33218,7072.0,1453.0,0.0,14.0,21.28966223132037,Rendah
BANDUNG WETAN,2019,29073,6753.0,1063.0,4.0,16.0,23.22773707563719,Rendah
BANDUNG KIDUL,2019,62314,15636.0,1484.0,6.0,9.0,25.09227460923709,Sedang
UJUNG BERUNG,2016,80327,21920.0,1611.0,0.0,5.0,27.288458426182977,Tinggi
PANYILEUKAN,2018,38034,10385.0,650.0,4.0,8.0,27.304517011095335,Tinggi
COBLONG,2016,106608,29720.0,3242.0,0.0,23.0,27.877832808044424,Tinggi
CIBEUNYING KALER,2018,65930,17713.0,1565.0,6.0,10.0,26.86637342636129,Sedang
SUKASARI,2023,77483,20824.0,1791.0,42.0,20.0,26.87557270627105,Sedang
ASTANAANYAR,2020,71101,18448.0,2341.0,0.0,15.0,25.94618922378026,Sedang
LENGKONG,2017,66519,16798.0,2336.0,0.0,23.0,25.252935251582254,Sedang
CIBIRU,2025,80910,21021.0,857.0,48.0,17.0,25.980719317760474,Sedang
KIARACONDONG,2025,135569,32999.0,2912.0,50.0,17.0,24.34111043085071,Sedang
CIBEUNYING KIDUL,2021,110201,29608.0,2131.0,56.0,15.0,26.867269806989047,Sedang
LENGKONG,2022,71381,18059.0,2278.0,33.0,21.0,25.29944943332259,Sedang
CICENDO,2019,91629,22631.0,4971.0,10.0,26.0,24.698512479673465,Sedang
CIDADAP,2025,56714,13858.0,1705.0,26.0,14.0,24.434883802941073,Sedang
LENGKONG,2018,72954,16621.0,2354.0,5.0,23.0,22.78284946678729,Rendah
CIBEUNYING KALER,2017,66119,16570.0,1482.0,2.0,10.0,25.060875088854946,Sedang
BANDUNG KULON,2015,126822,37106.0,0.0,0.0,29.0,29.258330573559792,Tinggi
ANDIR,2019,95554,26957.0,2570.0,11.0,22.0,28.211273206773136,Tinggi
REGOL,2020,80314,18471.0,2271.0,0.0,21.0,22.998480962223276,Rendah
BANDUNG WETAN,2017,27329,6901.0,1099.0,0.0,15.0,25.25156427238465,Sedang
CINAMBO,2020,25833,7001.0,552.0,0.0,2.0,27.100994851546474,Tinggi
CIBIRU,2017,71370,18205.0,2420.0,0.0,13.0,25.507916491523048,Sedang
ANTAPANI,2016,73284,19609.0,2555.0,0.0,11.0,26.75754598548114,Sedang
BANDUNG KULON,2019,137537,39861.0,1516.0,16.0,23.0,28.982019383874885,Tinggi
SUMUR BANDUNG,2024,41007,9613.0,523.0,16.0,14.0,23.442339112834393,Rendah
CINAMBO,2023,27059,7595.0,324.0,19.0,1.0,28.068295206770387,Tinggi
CIBEUNYING KIDUL,2024,116143,30479.0,3920.0,71.0,16.0,26.242649148033024,Sedang
BABAKAN CIPARAY,2020,144553,37697.0,4112.0,0.0,17.0,26.078324213264338,Sedang
BABAKAN CIPARAY,2019,140451,40659.0,3305.0,15.0,18.0,28.9488860883867,Tinggi
GEDEBAGE,2019,41752,11185.0,853.0,9.0,6.0,26.78913584977965,Sedang
ANDIR,2016,101803,27260.0,3615.0,0.0,22.0,26.77720695853757,Sedang
REGOL,2023,77812,19821.0,2493.0,40.0,20.0,25.472934765845885,Sedang
ANDIR,2017,96712,28291.0,3132.0,0.0,23.0,29.252833154107037,Tinggi
BABAKAN CIPARAY,2017,140309,39253.0,3924.0,0.0,18.0,27.976109871782995,Tinggi
SUKASARI,2023,78831,20892.0,1737.0,42.0,19.0,26.502264337633676,Sedang
BANDUNG KULON,2023,144284,40794.0,3251.0,48.0,27.0,28.273405228576976,Tinggi
BUAHBATU,2015,94472,24488.0,3774.0,0.0,12.0,25.920907782200015,Sedang
BABAKAN CIPARAY,2017,135748,35844.0,3620.0,0.0,18.0,26.404808910628518,Sedang
LENGKONG,2023,72099,16741.0,1733.0,40.0,21.0,23.219462128462254,Rendah
BABAKAN CIPARAY,2024,151841,38962.0,3343.0,52.0,17.0,25.659736171389806,Sedang
BOJONGLOA KIDUL,2021,91202,24680.0,1040.0,25.0,14.0,27.060810069954606,Tinggi
KIARACONDONG,2022,128217,36487.0,1064.0,33.0,17.0,28.457224860977874,Tinggi
ANTAPANI,2025,84007,19526.0,1057.0,46.0,16.0,23.243301153475308,Rendah
BOJONGLOA KIDUL,2020,82827,25530.0,1015.0,0.0,13.0,30.823282263030173,Tinggi
BANDUNG KIDUL,2016,60017,16203.0,1591.0,0.0,9.0,26.997350750620658,Sedang
REGOL,2019,80445,20102.0,2444.0,10.0,22.0,24.988501460625272,Sedang
BOJONGLOA KIDUL,2018,88658,22654.0,1082.0,2.0,13.0,25.552121635949376,Sedang
BOJONGLOA KALER,2019,118262,34746.0,1207.0,10.0,12.0,29.380527980247244,Tinggi
CIBIRU,2025,76544,22581.0,827.0,50.0,14.0,29.500679347826086,Tinggi
ANDIR,2019,97645,27084.0,3023.0,11.0,25.0,27.73721132674484,Tinggi
ANDIR,2023,99525,24706.0,2945.0,47.0,25.0,24.823913589550365,Sedang
BANDUNG KIDUL,2016,59664,15751.0,1622.0,0.0,10.0,26.399503888441945,Sedang
REGOL,2017,83067,21121.0,2503.0,0.0,24.0,25.426462975670244,Sedang
CIDADAP,2017,54718,13101.0,767.0,3.0,15.0,23.94276106582843,Rendah
ANTAPANI,2022,84275,20640.0,2394.0,30.0,15.0,24.491248887570453,Sedang
BOJONGLOA KIDUL,2020,89310,24440.0,957.0,0.0,14.0,27.365356622998544,Tinggi
GEDEBAGE,2016,38654,11689.0,1096.0,0.0,5.0,30.24007864645315,Tinggi
BANDUNG KIDUL,2020,62262,14779.0,1111.0,0.0,9.0,23.736789695159167,Rendah
SUKASARI,2022,79903,21581.0,2244.0,37.0,22.0,27.008998410572822,Tinggi
CIBEUNYING KALER,2023,68278,17626.0,2256.0,32.0,11.0,25.815050235800697,Sedang
SUKASARI,2022,79049,21696.0,2098.0,39.0,20.0,27.446267504965277,Tinggi
PANYILEUKAN,2024,40572,10479.0,624.0,28.0,9.0,25.82815734989648,Sedang
BOJONGLOA KALER,2021,119793,36880.0,1206.0,35.0,11.0,30.786439942233685,Tinggi
SUMUR BANDUNG,2015,34352,6621.0,1541.0,0.0,14.0,19.27398695854681,Rendah
PANYILEUKAN,2020,39490,10459.0,578.0,0.0,7.0,26.48518612306913,Sedang
REGOL,2023,79674,19123.0,2537.0,39.0,20.0,24.001556342094034,Sedang
COBLONG,2024,120997,27092.0,2796.0,58.0,20.0,22.390637784407875,Rendah
BATUNUNGGAL,2023,125777,30711.0,3036.0,40.0,14.0,24.417023780182387,Sedang
COBLONG,2015,105480,30236.0,3847.0,0.0,23.0,28.665149791429656,Tinggi
CIBIRU,2020,71291,21341.0,1456.0,0.0,14.0,29.93505491576777,Tinggi
BOJONGLOA KIDUL,2016,81874,25532.0,998.0,0.0,15.0,31.18450301683074,Tinggi
KIARACONDONG,2019,127970,34553.0,1756.0,17.0,16.0,27.00085957646323,Tinggi
BOJONGLOA KALER,2021,120958,36015.0,1183.0,39.0,13.0,29.774797863721293,Tinggi
SUKAJADI,2024,106459,28675.0,2994.0,37.0,19.0,26.935252068871584,Sedang
BOJONGLOA KIDUL,2023,91874,26801.0,3482.0,28.0,13.0,29.17147397522694,Tinggi
BUAHBATU,2021,107869,26680.0,2254.0,48.0,13.0,24.733704771528426,Sedang
COBLONG,2021,112461,27194.0,2479.0,51.0,20.0,24.180827131183253,Sedang
ARCAMANIK,2025,84133,20612.0,1073.0,62.0,22.0,24.499304672363994,Sedang
SUKASARI,2024,75756,20860.0,1636.0,48.0,22.0,27.53577274407308,Tinggi
BATUNUNGGAL,2015,118163,29889.0,695.0,0.0,15.0,25.29472000541625,Sedang
CIBEUNYING KIDUL,2015,106749,28303.0,501.0,0.0,13.0,26.513597317070886,Sedang
RANCASARI,2017,79013,20951.0,1513.0,0.0,7.0,26.515889790287673,Sedang
COBLONG,2016,107127,28429.0,3378.0,0.0,21.0,26.537660907147593,Sedang
BOJONGLOA KALER,2017,128681,34906.0,1314.0,0.0,11.0,27.12599373644905,Tinggi
ARCAMANIK,2024,84547,22707.0,998.0,45.0,22.0,26.85725099648716,Sedang
BOJONGLOA KIDUL,2024,87434,27086.0,733.0,24.0,13.0,30.978795434270424,Tinggi
BATUNUNGGAL,2021,122272,30159.0,1670.0,45.0,15.0,24.665499869144202,Sedang
CIBIRU,2020,71440,21511.0,1385.0,0.0,14.0,30.110582306830906,Tinggi
SUMUR BANDUNG,2024,40244,10568.0,464.0,17.0,15.0,26.259815127720902,Sedang
CINAMBO,2018,24079,6552.0,974.0,0.0,1.0,27.21043232692388,Tinggi
KIARACONDONG,2016,129390,34713.0,1213.0,0.0,16.0,26.82819383259912,Sedang
CIDADAP,2022,55423,15442.0,2583.0,25.0,14.0,27.862078920303844,Tinggi
BANDUNG KIDUL,2020,57218,15153.0,1073.0,0.0,9.0,26.482924953685906,Sedang
BANDUNG KIDUL,2023,59254,15853.0,1021.0,27.0,9.0,26.754311945185133,Sedang
SUKAJADI,2019,104766,24578.0,2072.0,8.0,22.0,23.459901112956494,Rendah
CIBEUNYING KALER,2018,68804,16490.0,1404.0,7.0,9.0,23.966629847101913,Rendah
CIDADAP,2017,52281,13438.0,813.0,2.0,15.0,25.703410416786216,Sedang
SUMUR BANDUNG,2023,41075,9960.0,730.0,19.0,13.0,24.248326232501523,Sedang
BUAHBATU,2020,104611,24438.0,2073.0,0.0,12.0,23.36083203487205,Rendah
COBLONG,2019,116489,27386.0,3433.0,18.0,22.0,23.50951591995811,Rendah
SUMUR BANDUNG,2022,38353,9920.0,2338.0,14.0,14.0,25.864991004615025,Sedang
ASTANAANYAR,2022,75550,20473.0,1693.0,20.0,16.0,27.098610191925875,Tinggi
BOJONGLOA KIDUL,2024,85810,23442.0,730.0,23.0,12.0,27.31849434797809,Tinggi
BANDUNG WETAN,2015,27241,6171.0,1404.0,0.0,15.0,22.653353401123308,Rendah
LENGKONG,2019,73514,17092.0,2016.0,11.0,22.0,23.24999319857442,Rendah
SUMUR BANDUNG,2015,33586,6144.0,1479.0,0.0,14.0,18.29333650925981,Rendah
CICENDO,2018,95750,25191.0,4223.0,6.0,25.0,26.30913838120105,Sedang
CINAMBO,2018,24544,7009.0,896.0,0.0,1.0,28.556877444589308,Tinggi
UJUNG BERUNG,2016,76799,22798.0,1648.0,0.0,6.0,29.685282360447403,Tinggi
BOJONGLOA KIDUL,2018,85797,22601.0,1102.0,2.0,15.0,26.342412904880124,Sedang
LENGKONG,2019,74102,15805.0,1960.0,10.0,21.0,21.32870907667809,Rendah
BUAHBATU,2024,105640,29761.0,635.0,43.0,13.0,28.172093903824308,Tinggi
COBLONG,2016,116715,28524.0,3616.0,0.0,20.0,24.43901812106413,Sedang
CIDADAP,2025,58587,13541.0,1898.0,25.0,16.0,23.112635908990047,Rendah
REGOL,2022,80876,18537.0,1531.0,33.0,20.0,22.920273010534643,Rendah
CINAMBO,2020,24249,6969.0,570.0,0.0,2.0,28.73932945688482,Tinggi
SUKAJADI,2019,103391,24454.0,2509.0,8.0,26.0,23.651961969610507,Rendah
REGOL,2021,84112,21289.0,2231.0,44.0,20.0,25.310300551645426,Sedang
SUMUR BANDUNG,2020,37426,8708.0,599.0,0.0,14.0,23.267247368139795,Rendah
BOJONGLOA KIDUL,2020,85827,24091.0,1085.0,0.0,14.0,28.069255595558506,Tinggi
LENGKONG,2019,71887,16964.0,2307.0,10.0,20.0,23.598147091963774,Rendah
ARCAMANIK,2022,76634,19737.0,2681.0,49.0,18.0,25.75488686483806,Sedang
MANDALAJATI,2016,68816,18388.0,1609.0,0.0,12.0,26.720530109276915,Sedang
RANCASARI,2024,92155,24831.0,626.0,39.0,10.0,26.944821225109873,Sedang
BUAHBATU,2019,102063,24171.0,2673.0,14.0,12.0,23.682431439405075,Rendah
LENGKONG,2017,69667,16388.0,2416.0,0.0,23.0,23.523332424246775,Rendah
CIBEUNYING KIDUL,2024,120569,30189.0,3559.0,68.0,16.0,25.038774477684978,Sedang
COBLONG,2025,115134,26019.0,3052.0,65.0,22.0,22.598884777737247,Rendah
ANTAPANI,2019,81325,20653.0,2300.0,8.0,15.0,25.395634798647404,Sedang
KIARACONDONG,2025,137596,34210.0,2677.0,56.0,17.0,24.86264135585337,Sedang
BABAKAN CIPARAY,2018,135484,37711.0,3836.0,7.0,19.0,27.83428301496856,Tinggi
CIBEUNYING KIDUL,2015,109983,28193.0,481.0,0.0,13.0,25.633961612249166,Sedang
SUKAJADI,2023,104064,27973.0,3773.0,37.0,21.0,26.880573493234934,Sedang
ASTANAANYAR,2024,72032,19030.0,1134.0,19.0,14.0,26.41881386050644,Sedang
ASTANAANYAR,2020,74412,19122.0,2475.0,0.0,14.0,25.69746815029834,Sedang
ARCAMANIK,2023,84487,22011.0,3074.0,45.0,21.0,26.052528791411696,Sedang
BATUNUNGGAL,2017,115633,28546.0,1075.0,0.0,17.0,24.686724377988984,Sedang
CIBEUNYING KIDUL,2018,116080,28238.0,1508.0,6.0,14.0,24.3263266712612,Sedang
SUMUR BANDUNG,2023,38940,10223.0,645.0,21.0,13.0,26.253210066769388,Sedang
PANYILEUKAN,2023,42491,11182.0,894.0,24.0,9.0,26.31616106940293,Sedang
BANDUNG WETAN,2018,28263,7015.0,1185.0,0.0,14.0,24.820436613239924,Sedang
CICENDO,2018,90641,22650.0,5117.0,4.0,29.0,24.988691651680806,Sedang
RANCASARI,2019,86179,23567.0,1376.0,10.0,7.0,27.34656934984161,Tinggi
REGOL,2024,78153,18454.0,1418.0,44.0,23.0,23.61265722365104,Rendah
BANDUNG WETAN,2020,30192,6497.0,884.0,0.0,18.0,21.51894541600424,Rendah
CIBEUNYING KALER,2023,74103,18399.0,2021.0,38.0,10.0,24.82895429334845,Sedang
ANTAPANI,2020,82048,20542.0,1491.0,0.0,14.0,25.0365639625585,Sedang
SUKASARI,2024,82268,20020.0,1649.0,47.0,22.0,24.335099917343317,Sedang
BUAHBATU,2015,96854,23024.0,4452.0,0.0,14.0,23.771862803807796,Rendah
ASTANAANYAR,2015,69971,19397.0,3713.0,0.0,14.0,27.72148461505481,Tinggi
UJUNG BERUNG,2019,86081,23806.0,1925.0,15.0,7.0,27.655347870029388,Tinggi
ANTAPANI,2021,81943,22061.0,1599.0,39.0,13.0,26.922372868945487,Sedang
BANDUNG KIDUL,2020,59105,15427.0,1115.0,0.0,10.0,26.101006683021744,Sedang
ASTANAANYAR,2022,72771,18170.0,1669.0,23.0,16.0,24.968737546550138,Sedang
KIARACONDONG,2023,133945,39513.0,1770.0,51.0,18.0,29.49942140430774,Tinggi
CICENDO,2023,98290,25332.0,3684.0,41.0,25.0,25.772713399125035,Sedang
BOJONGLOA KALER,2023,130743,36671.0,2687.0,37.0,12.0,28.048155541788088,Tinggi
ANDIR,2025,100512,24989.0,1444.0,38.0,25.0,24.86170805475963,Sedang
COBLONG,2025,119143,28288.0,3135.0,54.0,20.0,23.742897190770755,Rendah
MANDALAJATI,2018,67784,20213.0,1739.0,4.0,13.0,29.819721468193084,Tinggi
CIDADAP,2020,55269,14062.0,1025.0,0.0,16.0,25.442834138486315,Sedang
BANDUNG KULON,2020,130633,40208.0,2140.0,0.0,26.0,30.779358967489074,Tinggi
CIBIRU,2015,69901,19838.0,3026.0,0.0,14.0,28.38013762320997,Tinggi
BANDUNG WETAN,2021,28417,7059.0,823.0,22.0,18.0,24.840764331210192,Sedang
BOJONGLOA KALER,2023,124889,35940.0,2849.0,36.0,13.0,28.77755446836791,Tinggi
BUAHBATU,2023,106805,28595.0,3576.0,53.0,14.0,26.773091147418192,Sedang
BOJONGLOA KALER,2017,119802,32082.0,1145.0,0.0,11.0,26.77918565633295,Sedang
CICENDO,2019,97311,21612.0,4687.0,11.0,29.0,22.209205536886888,Rendah
ARCAMANIK,2021,78659,20583.0,1812.0,43.0,17.0,26.167380719307392,Sedang
BOJONGLOA KIDUL,2017,86597,23716.0,1135.0,0.0,15.0,27.386630021825237,Tinggi
REGOL,2023,79492,18111.0,2401.0,43.0,20.0,22.78342474714437,Rendah
KIARACONDONG,2021,130039,39295.0,2151.0,58.0,17.0,30.217857719607196,Tinggi
KIARACONDONG,2025,138100,37197.0,2942.0,46.0,17.0,26.93482983345402,Sedang
REGOL,2016,78293,20952.0,3044.0,0.0,21.0,26.761013117392356,Sedang
BANDUNG KULON,2023,138997,41311.0,3319.0,50.0,29.0,29.72078534069081,Tinggi
COBLONG,2018,114166,28665.0,3860.0,9.0,21.0,25.10817581416534,Sedang
ARCAMANIK,2017,72613,18687.0,3180.0,0.0,17.0,25.735061214933964,Sedang
BOJONGLOA KIDUL,2017,88936,25363.0,1133.0,0.0,14.0,28.518260322029327,Tinggi
COBLONG,2024,119485,27326.0,3286.0,52.0,23.0,22.86981629493242,Rendah
BOJONGLOA KALER,2020,128167,35603.0,1316.0,0.0,12.0,27.778601356043286,Tinggi
RANCASARI,2020,84884,21357.0,1045.0,0.0,8.0,25.160218651335942,Sedang
LENGKONG,2018,66794,17005.0,2260.0,4.0,20.0,25.458873551516604,Sedang
ASTANAANYAR,2020,71796,18423.0,2381.0,0.0,15.0,25.660203911081396,Sedang
CICENDO,2019,93862,24380.0,4473.0,10.0,25.0,25.97430269970808,Sedang
BANDUNG WETAN,2024,28483,6737.0,604.0,25.0,18.0,23.652705122353684,Rendah
RANCASARI,2017,83147,19782.0,1645.0,0.0,7.0,23.79159801315742,Rendah
SUKASARI,2020,74119,17794.0,1554.0,0.0,20.0,24.007339548563795,Sedang
KIARACONDONG,2022,135040,37690.0,966.0,36.0,15.0,27.91024881516588,Tinggi
ARCAMANIK,2025,85062,20516.0,1104.0,55.0,22.0,24.118877994874328,Sedang
BANDUNG KULON,2022,138435,39423.0,3384.0,49.0,26.0,28.477624878101636,Tinggi
CIDADAP,2022,52867,15077.0,2419.0,27.0,13.0,28.518735695235215,Tinggi
BANDUNG WETAN,2022,30088,7174.0,1032.0,17.0,17.0,23.843392714703537,Rendah
BANDUNG KULON,2025,140776,42583.0,4265.0,46.0,28.0,30.248763993862593,Tinggi
BANDUNG KULON,2016,128659,37143.0,69.0,0.0,24.0,28.869336773952853,Tinggi
BANDUNG KIDUL,2016,54942,15314.0,1629.0,0.0,9.0,27.87302974045357,Tinggi
SUKAJADI,2021,107718,28182.0,2151.0,31.0,23.0,26.162758313373807,Sedang
CINAMBO,2017,25058,6705.0,1005.0,0.0,1.0,26.757921621837337,Sedang
CIBIRU,2015,69464,18484.0,2742.0,0.0,11.0,26.6094667741564,Sedang
BANDUNG KIDUL,2025,65588,16169.0,758.0,27.0,9.0,24.652375434530708,Sedang
SUKAJADI,2020,98567,24033.0,2355.0,0.0,25.0,24.382399788976024,Sedang
SUKASARI,2021,73784,20477.0,1566.0,39.0,22.0,27.752629296324404,Tinggi
BOJONGLOA KALER,2018,126692,32183.0,1273.0,4.0,11.0,25.40255106873362,Sedang
SUKAJADI,2025,101518,27688.0,3107.0,35.0,21.0,27.273980968892214,Tinggi
BANDUNG KIDUL,2024,60473,15816.0,750.0,27.0,10.0,26.15382071337622,Sedang
MANDALAJATI,2023,71857,22651.0,2274.0,33.0,12.0,31.522329070236722,Tinggi
ARCAMANIK,2018,74345,20843.0,2770.0,5.0,17.0,28.03551012172977,Tinggi
CIDADAP,2021,56142,14987.0,970.0,27.0,15.0,26.694809589968294,Sedang
BANDUNG WETAN,2017,27670,6537.0,1067.0,0.0,15.0,23.62486447415974,Rendah
CIDADAP,2022,54245,15016.0,2563.0,29.0,15.0,27.681813992073,Tinggi
BUAHBATU,2020,99243,27525.0,2416.0,0.0,13.0,27.73495359874248,Tinggi
COBLONG,2015,110653,27247.0,3727.0,0.0,21.0,24.6238240264611,Sedang
GEDEBAGE,2016,36831,11159.0,1152.0,0.0,6.0,30.29784692242948,Tinggi
CIBEUNYING KALER,2024,72333,18648.0,1191.0,37.0,9.0,25.780763966654224,Sedang
SUKAJADI,2021,101328,27737.0,2004.0,32.0,20.0,27.373480183167537,Tinggi
ANTAPANI,2024,82137,20720.0,1013.0,54.0,14.0,25.226146560015582,Sedang
CIBEUNYING KIDUL,2024,115985,30209.0,3344.0,57.0,16.0,26.045609346036123,Sedang
ARCAMANIK,2024,80552,22778.0,1013.0,46.0,19.0,28.27738603634919,Tinggi
PANYILEUKAN,2015,38314,10320.0,588.0,0.0,8.0,26.935323902489948,Sedang
CINAMBO,2024,26903,7698.0,155.0,19.0,1.0,28.613909229453967,Tinggi
CINAMBO,2025,27158,6988.0,143.0,22.0,2.0,25.730908019736358,Sedang
CIBEUNYING KALER,2021,70442,17077.0,1127.0,34.0,10.0,24.242639334487947,Sedang
CINAMBO,2021,26517,6812.0,534.0,16.0,2.0,25.689180525700493,Sedang
ASTANAANYAR,2015,69925,19805.0,3484.0,0.0,15.0,28.32320343224884,Tinggi
BABAKAN CIPARAY,2021,147044,39704.0,3507.0,43.0,18.0,27.00144174532793,Tinggi
GEDEBAGE,2019,42043,12776.0,1004.0,9.0,6.0,30.387936160597484,Tinggi
ANTAPANI,2018,77226,19617.0,2072.0,0.0,14.0,25.402066661487066,Sedang
MANDALAJATI,2024,78213,23564.0,1040.0,36.0,14.0,30.127983839003747,Tinggi
SUKASARI,2020,76518,18758.0,1563.0,0.0,23.0,24.514493321832774,Sedang
ANDIR,2020,102887,24414.0,2121.0,0.0,22.0,23.72894534780876,Rendah
BUAHBATU,2021,103504,29028.0,2338.0,43.0,14.0,28.045292935538725,Tinggi
BANDUNG WETAN,2016,27410,6784.0,1347.0,0.0,17.0,24.750091207588472,Sedang
BOJONGLOA KIDUL,2015,84389,24777.0,1020.0,0.0,13.0,29.36046167154487,Tinggi
RANCASARI,2017,82362,22916.0,1423.0,0.0,6.0,27.823510842378766,Tinggi
CINAMBO,2015,22981,6199.0,1226.0,0.0,1.0,26.974457160262826,Sedang
LENGKONG,2017,73345,16242.0,2437.0,0.0,24.0,22.144658804281136,Rendah
BUAHBATU,2022,108571,26923.0,1318.0,48.0,15.0,24.79759788525481,Sedang
CIBEUNYING KIDUL,2024,116440,27879.0,3395.0,67.0,14.0,23.94280316042597,Rendah
ASTANAANYAR,2016,72796,19767.0,3047.0,0.0,16.0,27.153964503544152,Tinggi
BUAHBATU,2021,99185,25675.0,2267.0,52.0,13.0,25.88597066088622,Sedang
CIBIRU,2016,64903,19512.0,2755.0,0.0,13.0,30.06332527001834,Tinggi
CICENDO,2021,95516,24006.0,4267.0,45.0,25.0,25.132962016834874,Sedang
ARCAMANIK,2024,84441,21644.0,1174.0,54.0,22.0,25.632098151371963,Sedang
BATUNUNGGAL,2023,120931,31456.0,3071.0,44.0,17.0,26.011527234538708,Sedang
KIARACONDONG,2023,126193,37449.0,1663.0,61.0,18.0,29.67597251828548,Tinggi
CIDADAP,2021,53418,14367.0,974.0,26.0,13.0,26.895428507244752,Sedang
ASTANAANYAR,2019,72622,18301.0,2855.0,9.0,15.0,25.2003525102586,Sedang
BANDUNG KIDUL,2017,60253,14301.0,1589.0,0.0,10.0,23.734917763430865,Rendah
KIARACONDONG,2015,130333,37180.0,936.0,0.0,14.0,28.526927178841888,Tinggi
BATUNUNGGAL,2015,118323,29279.0,630.0,0.0,16.0,24.7449777304497,Sedang
CIBEUNYING KIDUL,2025,113310,28776.0,3597.0,61.0,18.0,25.395816785808844,Sedang
REGOL,2022,80853,20118.0,1636.0,33.0,20.0,24.882193610626693,Sedang
PANYILEUKAN,2018,36998,9969.0,606.0,4.0,8.0,26.94469971349803,Sedang
SUKASARI,2022,80108,20421.0,2460.0,37.0,22.0,25.49183602137115,Sedang
PANYILEUKAN,2017,36830,9866.0,575.0,0.0,8.0,26.787944610371976,Sedang
PANYILEUKAN,2020,37964,9697.0,555.0,0.0,7.0,25.5426193235697,Sedang
SUMUR BANDUNG,2018,35395,7481.0,1226.0,1.0,13.0,21.135753637519425,Rendah
RANCASARI,2017,81571,22986.0,1444.0,0.0,6.0,28.17913228966177,Tinggi
BANDUNG KIDUL,2017,55962,14626.0,1607.0,0.0,9.0,26.135592008863156,Sedang
REGOL,2019,75798,18530.0,2555.0,11.0,23.0,24.44655531808227,Sedang
SUKASARI,2020,73480,19087.0,1815.0,0.0,22.0,25.975775721284705,Sedang
CIDADAP,2025,56089,14307.0,1950.0,22.0,16.0,25.50767530175257,Sedang
ARCAMANIK,2019,74067,17998.0,2437.0,11.0,18.0,24.299620613768617,Sedang
CINAMBO,2022,25167,7437.0,819.0,14.0,3.0,29.55060197878174,Tinggi
UJUNG BERUNG,2016,77161,21919.0,1671.0,0.0,5.0,28.406837651145008,Tinggi
CIDADAP,2019,55613,14425.0,1041.0,10.0,14.0,25.938179921960693,Sedang
ASTANAANYAR,2022,71237,20841.0,1667.0,22.0,14.0,29.255864227859117,Tinggi
REGOL,2022,77794,20869.0,1636.0,27.0,21.0,26.825976296372474,Sedang
